Timestamp,Synthetic Site Electricity Main Total Power
2021-12-05T00:00:00-07:00 Denver,99.25
2021-12-05T00:01:00-07:00 Denver,99.05
2021-12-05T00:02:00-07:00 Denver,98.85
2021-12-05T00:03:00-07:00 Denver,98.64999999999999
2021-12-05T00:04:00-07:00 Denver,98.44999999999999
2021-12-05T00:05:00-07:00 Denver,98.25
2021-12-05T00:06:00-07:00 Denver,99.49
2021-12-05T00:07:00-07:00 Denver,100.72999999999999
2021-12-05T00:08:00-07:00 Denver,101.97
2021-12-05T00:09:00-07:00 Denver,103.21000000000001
2021-12-05T00:10:00-07:00 Denver,104.45
2021-12-05T00:11:00-07:00 Denver,102.78
2021-12-05T00:12:00-07:00 Denver,101.11
2021-12-05T00:13:00-07:00 Denver,99.44
2021-12-05T00:14:00-07:00 Denver,97.77
2021-12-05T00:15:00-07:00 Denver,96.1
2021-12-05T00:16:00-07:00 Denver,97.75999999999999
2021-12-05T00:17:00-07:00 Denver,99.41999999999999
2021-12-05T00:18:00-07:00 Denver,101.08
2021-12-05T00:19:00-07:00 Denver,102.74000000000001
2021-12-05T00:20:00-07:00 Denver,104.4
2021-12-05T00:21:00-07:00 Denver,103.77000000000001
2021-12-05T00:22:00-07:00 Denver,103.14000000000001
2021-12-05T00:23:00-07:00 Denver,102.51
2021-12-05T00:24:00-07:00 Denver,101.88
2021-12-05T00:25:00-07:00 Denver,101.25
2021-12-05T00:26:00-07:00 Denver,101.68
2021-12-05T00:27:00-07:00 Denver,102.11000000000001
2021-12-05T00:28:00-07:00 Denver,102.54
2021-12-05T00:29:00-07:00 Denver,102.97
2021-12-05T00:30:00-07:00 Denver,103.4
2021-12-05T00:31:00-07:00 Denver,102.99000000000001
2021-12-05T00:32:00-07:00 Denver,102.58000000000001
2021-12-05T00:33:00-07:00 Denver,102.17
2021-12-05T00:34:00-07:00 Denver,101.75999999999999
2021-12-05T00:35:00-07:00 Denver,101.35
2021-12-05T00:36:00-07:00 Denver,100.92999999999999
2021-12-05T00:37:00-07:00 Denver,100.50999999999999
2021-12-05T00:38:00-07:00 Denver,100.08999999999999
2021-12-05T00:39:00-07:00 Denver,99.66999999999999
2021-12-05T00:40:00-07:00 Denver,99.25
2021-12-05T00:41:00-07:00 Denver,99.81
2021-12-05T00:42:00-07:00 Denver,100.37
2021-12-05T00:43:00-07:00 Denver,100.93
2021-12-05T00:44:00-07:00 Denver,101.49000000000001
2021-12-05T00:45:00-07:00 Denver,102.05
2021-12-05T00:46:00-07:00 Denver,101.36
2021-12-05T00:47:00-07:00 Denver,100.67
2021-12-05T00:48:00-07:00 Denver,99.98
2021-12-05T00:49:00-07:00 Denver,99.28999999999999
2021-12-05T00:50:00-07:00 Denver,98.6
2021-12-05T00:51:00-07:00 Denver,98.03
2021-12-05T00:52:00-07:00 Denver,97.46000000000001
2021-12-05T00:53:00-07:00 Denver,96.89
2021-12-05T00:54:00-07:00 Denver,96.32
2021-12-05T00:55:00-07:00 Denver,95.75
2021-12-05T00:56:00-07:00 Denver,96.86
2021-12-05T00:57:00-07:00 Denver,97.97
2021-12-05T00:58:00-07:00 Denver,99.08
2021-12-05T00:59:00-07:00 Denver,100.19
2021-12-05T01:00:00-07:00 Denver,101.3
2021-12-05T01:01:00-07:00 Denver,101.87
2021-12-05T01:02:00-07:00 Denver,102.44
2021-12-05T01:03:00-07:00 Denver,103.01
2021-12-05T01:04:00-07:00 Denver,103.58000000000001
2021-12-05T01:05:00-07:00 Denver,104.15
2021-12-05T01:06:00-07:00 Denver,103.85000000000001
2021-12-05T01:07:00-07:00 Denver,103.55000000000001
2021-12-05T01:08:00-07:00 Denver,103.25000000000001
2021-12-05T01:09:00-07:00 Denver,102.95000000000002
2021-12-05T01:10:00-07:00 Denver,102.65
2021-12-05T01:11:00-07:00 Denver,102.29
2021-12-05T01:12:00-07:00 Denver,101.93
2021-12-05T01:13:00-07:00 Denver,101.57000000000001
2021-12-05T01:14:00-07:00 Denver,101.21000000000001
2021-12-05T01:15:00-07:00 Denver,100.85
2021-12-05T01:16:00-07:00 Denver,99.69999999999999
2021-12-05T01:17:00-07:00 Denver,98.54999999999998
2021-12-05T01:18:00-07:00 Denver,97.39999999999999
2021-12-05T01:19:00-07:00 Denver,96.25
2021-12-05T01:20:00-07:00 Denver,95.1
2021-12-05T01:21:00-07:00 Denver,96.66
2021-12-05T01:22:00-07:00 Denver,98.22
2021-12-05T01:23:00-07:00 Denver,99.78
2021-12-05T01:24:00-07:00 Denver,101.34
2021-12-05T01:25:00-07:00 Denver,102.9
2021-12-05T01:26:00-07:00 Denver,103.17
2021-12-05T01:27:00-07:00 Denver,103.44
2021-12-05T01:28:00-07:00 Denver,103.71
2021-12-05T01:29:00-07:00 Denver,103.97999999999999
2021-12-05T01:30:00-07:00 Denver,104.25
2021-12-05T01:31:00-07:00 Denver,103.04
2021-12-05T01:32:00-07:00 Denver,101.83000000000001
2021-12-05T01:33:00-07:00 Denver,100.62
2021-12-05T01:34:00-07:00 Denver,99.41
2021-12-05T01:35:00-07:00 Denver,98.2
2021-12-05T01:36:00-07:00 Denver,99.28
2021-12-05T01:37:00-07:00 Denver,100.36
2021-12-05T01:38:00-07:00 Denver,101.44
2021-12-05T01:39:00-07:00 Denver,102.52
2021-12-05T01:40:00-07:00 Denver,103.6
2021-12-05T01:41:00-07:00 Denver,102.25
2021-12-05T01:42:00-07:00 Denver,100.9
2021-12-05T01:43:00-07:00 Denver,99.55
2021-12-05T01:44:00-07:00 Denver,98.19999999999999
2021-12-05T01:45:00-07:00 Denver,96.85
2021-12-05T01:46:00-07:00 Denver,97.71
2021-12-05T01:47:00-07:00 Denver,98.57
2021-12-05T01:48:00-07:00 Denver,99.42999999999999
2021-12-05T01:49:00-07:00 Denver,100.28999999999999
2021-12-05T01:50:00-07:00 Denver,101.15
2021-12-05T01:51:00-07:00 Denver,101.42
2021-12-05T01:52:00-07:00 Denver,101.69
2021-12-05T01:53:00-07:00 Denver,101.96
2021-12-05T01:54:00-07:00 Denver,102.22999999999999
2021-12-05T01:55:00-07:00 Denver,102.5
2021-12-05T01:56:00-07:00 Denver,102.66
2021-12-05T01:57:00-07:00 Denver,102.82
2021-12-05T01:58:00-07:00 Denver,102.97999999999999
2021-12-05T01:59:00-07:00 Denver,103.13999999999999
2021-12-05T02:00:00-07:00 Denver,103.3
2021-12-05T02:01:00-07:00 Denver,103.82800186157226
2021-12-05T02:02:00-07:00 Denver,104.37400146484374
2021-12-05T02:03:00-07:00 Denver,104.74000076293945
2021-12-05T02:04:00-07:00 Denver,104.94400131225586
2021-12-05T02:05:00-07:00 Denver,104.95
2021-12-05T02:06:00-07:00 Denver,104.75
2021-12-05T02:07:00-07:00 Denver,104.55
2021-12-05T02:08:00-07:00 Denver,104.35
2021-12-05T02:09:00-07:00 Denver,104.15
2021-12-05T02:10:00-07:00 Denver,103.95
2021-12-05T02:11:00-07:00 Denver,102.42
2021-12-05T02:12:00-07:00 Denver,100.89
2021-12-05T02:13:00-07:00 Denver,99.36
2021-12-05T02:14:00-07:00 Denver,97.83
2021-12-05T02:15:00-07:00 Denver,96.3
2021-12-05T02:16:00-07:00 Denver,96.95
2021-12-05T02:17:00-07:00 Denver,97.6
2021-12-05T02:18:00-07:00 Denver,98.25
2021-12-05T02:19:00-07:00 Denver,98.9
2021-12-05T02:20:00-07:00 Denver,99.55
2021-12-05T02:21:00-07:00 Denver,98.78
2021-12-05T02:22:00-07:00 Denver,98.01
2021-12-05T02:23:00-07:00 Denver,97.56400131225587
2021-12-05T02:24:00-07:00 Denver,96.92000076293945
2021-12-05T02:25:00-07:00 Denver,96.15000076293946
2021-12-05T02:26:00-07:00 Denver,96.0179981994629
2021-12-05T02:27:00-07:00 Denver,95.76
2021-12-05T02:28:00-07:00 Denver,95.79
2021-12-05T02:29:00-07:00 Denver,95.82
2021-12-05T02:30:00-07:00 Denver,95.85
2021-12-05T02:31:00-07:00 Denver,97.36
2021-12-05T02:32:00-07:00 Denver,98.87
2021-12-05T02:33:00-07:00 Denver,100.38000000000001
2021-12-05T02:34:00-07:00 Denver,101.89000000000001
2021-12-05T02:35:00-07:00 Denver,103.4
2021-12-05T02:36:00-07:00 Denver,101.91000000000001
2021-12-05T02:37:00-07:00 Denver,100.42000000000002
2021-12-05T02:38:00-07:00 Denver,98.93
2021-12-05T02:39:00-07:00 Denver,97.44
2021-12-05T02:40:00-07:00 Denver,95.95
2021-12-05T02:41:00-07:00 Denver,97.27
2021-12-05T02:42:00-07:00 Denver,98.59
2021-12-05T02:43:00-07:00 Denver,99.91
2021-12-05T02:44:00-07:00 Denver,101.22999999999999
2021-12-05T02:45:00-07:00 Denver,102.55
2021-12-05T02:46:00-07:00 Denver,102.52
2021-12-05T02:47:00-07:00 Denver,102.49
2021-12-05T02:48:00-07:00 Denver,102.46
2021-12-05T02:49:00-07:00 Denver,102.43
2021-12-05T02:50:00-07:00 Denver,102.4
2021-12-05T02:51:00-07:00 Denver,101.93
2021-12-05T02:52:00-07:00 Denver,101.46000000000001
2021-12-05T02:53:00-07:00 Denver,100.99000000000001
2021-12-05T02:54:00-07:00 Denver,100.52000000000001
2021-12-05T02:55:00-07:00 Denver,100.05
2021-12-05T02:56:00-07:00 Denver,99.41
2021-12-05T02:57:00-07:00 Denver,98.77
2021-12-05T02:58:00-07:00 Denver,98.13
2021-12-05T02:59:00-07:00 Denver,97.49
2021-12-05T03:00:00-07:00 Denver,96.85
2021-12-05T03:01:00-07:00 Denver,97.44999999999999
2021-12-05T03:02:00-07:00 Denver,98.04999999999998
2021-12-05T03:03:00-07:00 Denver,98.64999999999999
2021-12-05T03:04:00-07:00 Denver,99.25
2021-12-05T03:05:00-07:00 Denver,99.85
2021-12-05T03:06:00-07:00 Denver,99.96
2021-12-05T03:07:00-07:00 Denver,100.07
2021-12-05T03:08:00-07:00 Denver,100.17999999999999
2021-12-05T03:09:00-07:00 Denver,100.28999999999999
2021-12-05T03:10:00-07:00 Denver,100.4
2021-12-05T03:11:00-07:00 Denver,100.57000000000001
2021-12-05T03:12:00-07:00 Denver,100.74000000000001
2021-12-05T03:13:00-07:00 Denver,100.91000000000001
2021-12-05T03:14:00-07:00 Denver,101.08000000000001
2021-12-05T03:15:00-07:00 Denver,101.25
2021-12-05T03:16:00-07:00 Denver,101.46
2021-12-05T03:17:00-07:00 Denver,101.66999999999999
2021-12-05T03:18:00-07:00 Denver,101.88
