Timestamp,Synthetic Site Electricity Main Total Power
2021-12-03T00:00:00-07:00 Denver,102.25
2021-12-03T00:01:00-07:00 Denver,102.21
2021-12-03T00:02:00-07:00 Denver,102.16999999999999
2021-12-03T00:03:00-07:00 Denver,102.13
2021-12-03T00:04:00-07:00 Denver,102.09
2021-12-03T00:05:00-07:00 Denver,102.05
2021-12-03T00:06:00-07:00 Denver,101.32
2021-12-03T00:07:00-07:00 Denver,100.59
2021-12-03T00:08:00-07:00 Denver,99.86
2021-12-03T00:09:00-07:00 Denver,99.13
2021-12-03T00:10:00-07:00 Denver,98.4
2021-12-03T00:11:00-07:00 Denver,99.47
2021-12-03T00:12:00-07:00 Denver,100.53999999999999
2021-12-03T00:13:00-07:00 Denver,101.61
2021-12-03T00:14:00-07:00 Denver,102.68
2021-12-03T00:15:00-07:00 Denver,103.75
2021-12-03T00:16:00-07:00 Denver,102.91
2021-12-03T00:17:00-07:00 Denver,102.07
2021-12-03T00:18:00-07:00 Denver,101.22999999999999
2021-12-03T00:19:00-07:00 Denver,100.4339987182617
2021-12-03T00:20:00-07:00 Denver,99.5760009765625
2021-12-03T00:21:00-07:00 Denver,99.67
2021-12-03T00:22:00-07:00 Denver,99.79
2021-12-03T00:23:00-07:00 Denver,99.91000000000001
2021-12-03T00:24:00-07:00 Denver,100.03000000000002
2021-12-03T00:25:00-07:00 Denver,100.15
2021-12-03T00:26:00-07:00 Denver,99.16000000000001
2021-12-03T00:27:00-07:00 Denver,98.17000000000002
2021-12-03T00:28:00-07:00 Denver,97.18
2021-12-03T00:29:00-07:00 Denver,96.19
2021-12-03T00:30:00-07:00 Denver,95.2
2021-12-03T00:31:00-07:00 Denver,96.12
2021-12-03T00:32:00-07:00 Denver,97.04
2021-12-03T00:33:00-07:00 Denver,97.96000000000001
2021-12-03T00:34:00-07:00 Denver,98.88000000000001
2021-12-03T00:35:00-07:00 Denver,99.8
2021-12-03T00:36:00-07:00 Denver,98.89
2021-12-03T00:37:00-07:00 Denver,97.98
2021-12-03T00:38:00-07:00 Denver,97.07000000000001
2021-12-03T00:39:00-07:00 Denver,96.16
2021-12-03T00:40:00-07:00 Denver,95.25
2021-12-03T00:41:00-07:00 Denver,95.42
2021-12-03T00:42:00-07:00 Denver,95.59
2021-12-03T00:43:00-07:00 Denver,95.76
2021-12-03T00:44:00-07:00 Denver,95.93
2021-12-03T00:45:00-07:00 Denver,96.1
2021-12-03T00:46:00-07:00 Denver,96.42
2021-12-03T00:47:00-07:00 Denver,96.74000000000001
2021-12-03T00:48:00-07:00 Denver,97.06
2021-12-03T00:49:00-07:00 Denver,97.38
2021-12-03T00:50:00-07:00 Denver,97.7
2021-12-03T00:51:00-07:00 Denver,98.22
2021-12-03T00:52:00-07:00 Denver,98.74
2021-12-03T00:53:00-07:00 Denver,99.25999999999999
2021-12-03T00:54:00-07:00 Denver,99.78
2021-12-03T00:55:00-07:00 Denver,100.3
2021-12-03T00:56:00-07:00 Denver,100.06
2021-12-03T00:57:00-07:00 Denver,99.82
2021-12-03T00:58:00-07:00 Denver,99.58
2021-12-03T00:59:00-07:00 Denver,99.34
2021-12-03T01:00:00-07:00 Denver,99.1
2021-12-03T01:01:00-07:00 Denver,100.22999999999999
2021-12-03T01:02:00-07:00 Denver,101.35999999999999
2021-12-03T01:03:00-07:00 Denver,102.49
2021-12-03T01:04:00-07:00 Denver,103.62
2021-12-03T01:05:00-07:00 Denver,104.75
2021-12-03T01:06:00-07:00 Denver,103.79
2021-12-03T01:07:00-07:00 Denver,102.83000000000001
2021-12-03T01:08:00-07:00 Denver,101.87
2021-12-03T01:09:00-07:00 Denver,100.91000000000001
2021-12-03T01:10:00-07:00 Denver,99.95
2021-12-03T01:11:00-07:00 Denver,99.75
2021-12-03T01:12:00-07:00 Denver,99.55
2021-12-03T01:13:00-07:00 Denver,99.35
2021-12-03T01:14:00-07:00 Denver,99.15
2021-12-03T01:15:00-07:00 Denver,98.95
2021-12-03T01:16:00-07:00 Denver,99.2
2021-12-03T01:17:00-07:00 Denver,99.45
2021-12-03T01:18:00-07:00 Denver,99.7
2021-12-03T01:19:00-07:00 Denver,99.95
2021-12-03T01:20:00-07:00 Denver,100.2
2021-12-03T01:21:00-07:00 Denver,99.67
2021-12-03T01:22:00-07:00 Denver,99.14
2021-12-03T01:23:00-07:00 Denver,98.61
2021-12-03T01:24:00-07:00 Denver,98.08
2021-12-03T01:25:00-07:00 Denver,97.55
2021-12-03T01:26:00-07:00 Denver,97.69
2021-12-03T01:27:00-07:00 Denver,97.83
2021-12-03T01:28:00-07:00 Denver,97.97
2021-12-03T01:29:00-07:00 Denver,98.11
2021-12-03T01:30:00-07:00 Denver,98.25
2021-12-03T01:31:00-07:00 Denver,99.27
2021-12-03T01:32:00-07:00 Denver,100.28999999999999
2021-12-03T01:33:00-07:00 Denver,101.30999999999999
2021-12-03T01:34:00-07:00 Denver,102.32999999999998
2021-12-03T01:35:00-07:00 Denver,103.35
2021-12-03T01:36:00-07:00 Denver,103.02
2021-12-03T01:37:00-07:00 Denver,102.69
2021-12-03T01:38:00-07:00 Denver,102.36
2021-12-03T01:39:00-07:00 Denver,102.03
2021-12-03T01:40:00-07:00 Denver,101.7
2021-12-03T01:41:00-07:00 Denver,101.39
2021-12-03T01:42:00-07:00 Denver,101.08
2021-12-03T01:43:00-07:00 Denver,100.77
2021-12-03T01:44:00-07:00 Denver,100.46000000000001
2021-12-03T01:45:00-07:00 Denver,100.15
2021-12-03T01:46:00-07:00 Denver,100.76
2021-12-03T01:47:00-07:00 Denver,101.37
2021-12-03T01:48:00-07:00 Denver,101.98
2021-12-03T01:49:00-07:00 Denver,102.59
2021-12-03T01:50:00-07:00 Denver,103.2
2021-12-03T01:51:00-07:00 Denver,102.2
2021-12-03T01:52:00-07:00 Denver,101.2
2021-12-03T01:53:00-07:00 Denver,100.2
2021-12-03T01:54:00-07:00 Denver,99.2
2021-12-03T01:55:00-07:00 Denver,98.2
2021-12-03T01:56:00-07:00 Denver,99.43
2021-12-03T01:57:00-07:00 Denver,100.66
2021-12-03T01:58:00-07:00 Denver,101.89
2021-12-03T01:59:00-07:00 Denver,103.12
2021-12-03T02:00:00-07:00 Denver,104.35
2021-12-03T02:01:00-07:00 Denver,103.39
2021-12-03T02:02:00-07:00 Denver,102.43
2021-12-03T02:03:00-07:00 Denver,101.47
2021-12-03T02:04:00-07:00 Denver,100.51
2021-12-03T02:05:00-07:00 Denver,99.55
2021-12-03T02:06:00-07:00 Denver,100.32
2021-12-03T02:07:00-07:00 Denver,101.09
2021-12-03T02:08:00-07:00 Denver,101.86
2021-12-03T02:09:00-07:00 Denver,102.63
2021-12-03T02:10:00-07:00 Denver,103.4
2021-12-03T02:11:00-07:00 Denver,102.72
2021-12-03T02:12:00-07:00 Denver,102.03999999999999
2021-12-03T02:13:00-07:00 Denver,101.36
2021-12-03T02:14:00-07:00 Denver,100.68
2021-12-03T02:15:00-07:00 Denver,100
2021-12-03T02:16:00-07:00 Denver,99.1
2021-12-03T02:17:00-07:00 Denver,98.19999999999999
2021-12-03T02:18:00-07:00 Denver,97.3
2021-12-03T02:19:00-07:00 Denver,96.39999999999999
2021-12-03T02:20:00-07:00 Denver,95.5
2021-12-03T02:21:00-07:00 Denver,95.43
2021-12-03T02:22:00-07:00 Denver,95.36000000000001
2021-12-03T02:23:00-07:00 Denver,95.29
2021-12-03T02:24:00-07:00 Denver,95.22
2021-12-03T02:25:00-07:00 Denver,95.15
2021-12-03T02:26:00-07:00 Denver,96.43
2021-12-03T02:27:00-07:00 Denver,97.71000000000001
2021-12-03T02:28:00-07:00 Denver,98.99000000000001
2021-12-03T02:29:00-07:00 Denver,100.27000000000001
2021-12-03T02:30:00-07:00 Denver,101.55
2021-12-03T02:31:00-07:00 Denver,101.46
2021-12-03T02:32:00-07:00 Denver,101.36999999999999
2021-12-03T02:33:00-07:00 Denver,101.27999999999999
2021-12-03T02:34:00-07:00 Denver,101.19
2021-12-03T02:35:00-07:00 Denver,101.1
2021-12-03T02:36:00-07:00 Denver,101.19
2021-12-03T02:37:00-07:00 Denver,101.28
2021-12-03T02:38:00-07:00 Denver,101.37
2021-12-03T02:39:00-07:00 Denver,101.46000000000001
2021-12-03T02:40:00-07:00 Denver,101.55
2021-12-03T02:41:00-07:00 Denver,101.71
2021-12-03T02:42:00-07:00 Denver,101.86999999999999
2021-12-03T02:43:00-07:00 Denver,102.02999999999999
2021-12-03T02:44:00-07:00 Denver,102.19
2021-12-03T02:45:00-07:00 Denver,102.35
2021-12-03T02:46:00-07:00 Denver,102.1
2021-12-03T02:47:00-07:00 Denver,101.85
2021-12-03T02:48:00-07:00 Denver,101.6
2021-12-03T02:49:00-07:00 Denver,101.35
2021-12-03T02:50:00-07:00 Denver,101.1
2021-12-03T02:51:00-07:00 Denver,100.99
2021-12-03T02:52:00-07:00 Denver,100.88
2021-12-03T02:53:00-07:00 Denver,100.77
2021-12-03T02:54:00-07:00 Denver,100.66
2021-12-03T02:55:00-07:00 Denver,100.55
2021-12-03T02:56:00-07:00 Denver,100.6
2021-12-03T02:57:00-07:00 Denver,100.64999999999999
2021-12-03T02:58:00-07:00 Denver,100.69999999999999
2021-12-03T02:59:00-07:00 Denver,100.75
2021-12-03T03:00:00-07:00 Denver,100.8
2021-12-03T03:01:00-07:00 Denver,100.35
2021-12-03T03:02:00-07:00 Denver,99.89999999999999
2021-12-03T03:03:00-07:00 Denver,99.44999999999999
2021-12-03T03:04:00-07:00 Denver,99
2021-12-03T03:05:00-07:00 Denver,98.55
2021-12-03T03:06:00-07:00 Denver,97.87
2021-12-03T03:07:00-07:00 Denver,97.19
2021-12-03T03:08:00-07:00 Denver,96.51
2021-12-03T03:09:00-07:00 Denver,95.83000000000001
2021-12-03T03:10:00-07:00 Denver,95.15
2021-12-03T03:11:00-07:00 Denver,95.37
2021-12-03T03:12:00-07:00 Denver,95.59
